SiteName,latitude,longitude,sample_duration,pollutant_standard,date_local,units_of_measure,arithmetic_mean,aqi,local_site_name,site_address
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/6/2024,Parts per billion,0.859091,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/7/2024,Parts per billion,0.925,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/8/2024,Parts per billion,1.304545,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/9/2024,Parts per billion,1.516667,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/10/2024,Parts per billion,1.247368,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/11/2024,Parts per billion,0.945833,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/12/2024,Parts per billion,0.931818,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/13/2024,Parts per billion,0.829167,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/14/2024,Parts per billion,1.022727,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/15/2024,Parts per billion,1.108333,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/16/2024,Parts per billion,0.918182,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/17/2024,Parts per billion,1.004762,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/18/2024,Parts per billion,0.786364,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/19/2024,Parts per billion,0.866667,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/20/2024,Parts per billion,0.85,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/21/2024,Parts per billion,1.061905,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/22/2024,Parts per billion,1.131818,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/23/2024,Parts per billion,1.179167,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/24/2024,Parts per billion,1.315789,4,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/25/2024,Parts per billion,1.020833,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/26/2024,Parts per billion,1.1,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/27/2024,Parts per billion,0.975,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/28/2024,Parts per billion,1.290909,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/29/2024,Parts per billion,1.725,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/30/2024,Parts per billion,1.368182,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/1/2024,Parts per billion,1.342857,4,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/2/2024,Parts per billion,1.363636,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/3/2024,Parts per billion,1.041667,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/4/2024,Parts per billion,1.013636,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/5/2024,Parts per billion,1.045833,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/6/2024,Parts per billion,1.227273,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/7/2024,Parts per billion,1.345833,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/8/2024,Parts per billion,1.442105,4,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/9/2024,Parts per billion,0.895652,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/10/2024,Parts per billion,0.013636,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/11/2024,Parts per billion,0.045833,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/12/2024,Parts per billion,0.018182,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/13/2024,Parts per billion,0.2125,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/14/2024,Parts per billion,0.222727,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/15/2024,Parts per billion,0.142857,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/16/2024,Parts per billion,0.059091,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/17/2024,Parts per billion,0.070833,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/18/2024,Parts per billion,0.227273,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/20/2024,Parts per billion,0.227273,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/19/2024,Parts per billion,0.016667,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/21/2024,Parts per billion,0.513636,4,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/22/2024,Parts per billion,1.178947,7,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/23/2024,Parts per billion,0.325,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/24/2024,Parts per billion,0.322727,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/25/2024,Parts per billion,0.4,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/26/2024,Parts per billion,0.281818,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/27/2024,Parts per billion,0.1125,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/28/2024,Parts per billion,0.109091,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/29/2024,Parts per billion,0.2,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/30/2024,Parts per billion,0.013636,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,5/31/2024,Parts per billion,0.033333,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/1/2024,Parts per billion,0.154545,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/2/2024,Parts per billion,0.395833,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/3/2024,Parts per billion,0.190909,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/4/2024,Parts per billion,0.233333,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/5/2024,Parts per billion,0.211111,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/6/2024,Parts per billion,0.333333,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/7/2024,Parts per billion,0.231818,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/8/2024,Parts per billion,0.1625,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/9/2024,Parts per billion,0.290909,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/10/2024,Parts per billion,0.083333,0,Ritner (RIT),24TH & RITNER STREETS
